PGPGRP,CTPPGD,PGPRDC,PGDESC,TOTAV01
4180 ,Empire Hearth Accessories     ,FBS1HP                             ,TRIM KIT BTTM PWTR VFP/D/DVD32,2.00                     
4180 ,Empire Hearth Accessories     ,FBS36HP                            ,TRIM BOTTOM PWTR-VFP/DVP/DVX36,.00                      
4180 ,Empire Hearth Accessories     ,FPP26E                             ,BANDED BRICK LINER VFD26      ,27.00                    
4180 ,Empire Hearth Accessories     ,FRBC1                              ,BATTERY OPERATED REMOTE CONTRO,74.00                    
4180 ,Empire Hearth Accessories     ,FRBTC2                             ,BATTERY OPERATED REMOTE CONTRL,70.00                    
4180 ,Empire Hearth Accessories     ,FRBTPS                             ,PROGR REMOTE CONTROL W/TSCRN  ,23.00                    
4180 ,Empire Hearth Accessories     ,FREC1                              ,ELECTRIC REMOTE               ,3.00                     
4180 ,Empire Hearth Accessories     ,FRSC                               ,"REMOTE CONTROL, SOLENOID      ",-1.00                    
4180 ,Empire Hearth Accessories     ,FWS1                               ,WALL SWITCH                   ,10.00                    
4180 ,Empire Hearth Accessories     ,GF-24                              ,"3/8"" 24"" SS FLEXIBLE GAS LINE ",.00                      
4180 ,Empire Hearth Accessories     ,GMB                                ,GLOWING EMBERS                ,.00                      
4180 ,Empire Hearth Accessories     ,GTCSS                              ,ESTOP TIMER COMPARTMENT       ,3.00                     
4180 ,Empire Hearth Accessories     ,GTO60                              ,ESTOP GAS TIMER 1-60 MINUTES  ,6.00                     
4180 ,Empire Hearth Accessories     ,GT150                              ,ESTOP GAS TIMER 1-150 MINUT***,.00                      
4180 ,Empire Hearth Accessories     ,HMFA                               ,EXTERNAL FORCED AIR HEAT MANAG,3.00                     
4180 ,Empire Hearth Accessories     ,HMFAF36BL                          ,BEVELED BLK FRAME FOR HMFA36P ,.00                      
4180 ,Empire Hearth Accessories     ,HMFAF48BL                          ,BEVELED BLK FRAME FOR HMFA48P ,.00                      
4180 ,Empire Hearth Accessories     ,HMFAF60BL                          ,BEVELED BLK FRAME FOR HMFA60P ,.00                      
4180 ,Empire Hearth Accessories     ,HMFAF72BL                          ,BEVELED BLK FRAME FOR HMFA72P ,.00                      
4180 ,Empire Hearth Accessories     ,HMFATV                             ,VENT FREE HEAT TRANSFER TV KIT,.00                      
4180 ,Empire Hearth Accessories     ,HMFA36P                            ,VENT FREE TRANSFER KIT/VFLB36 ,.00                      
4180 ,Empire Hearth Accessories     ,HMFA48P                            ,VENT FREE TRANSFER KIT/VFLB48 ,.00                      
4180 ,Empire Hearth Accessories     ,HMFA60P                            ,VENT FREE TRANSFER KIT/VFLB60 ,.00                      
4180 ,Empire Hearth Accessories     ,HMFA72P                            ,VENT FREE HEAT TRANSFER KIT   ,.00                      
4180 ,Empire Hearth Accessories     ,HMGW36                             ,GRAVITY HEAT MNGMT-DVCT40/DVLL,1.00                     
4180 ,Empire Hearth Accessories     ,HMGW48                             ,GRAVITY HEAT MNGMT-DVCT50/DVLL,2.00                     
4180 ,Empire Hearth Accessories     ,HMGW60                             ,GRAVITY HEAT MANAGEMENT-DVLL60,.00                      
4180 ,Empire Hearth Accessories     ,HMGW72                             ,GRAVITY HEAT MANAGEMENT-DVLL72,.00                      
4180 ,Empire Hearth Accessories     ,LK10                               ,LIGHTING KIT - DVL36/46 LOFT  ,.00                      
4180 ,Empire Hearth Accessories     ,LK2                                ,"DIMMER CONTROL LIGHT S/T,PENN ",.00                      
4180 ,Empire Hearth Accessories     ,LK3                                ,DIMMER CONTROL LIGHT VFP/VFS  ,3.00                     
4180 ,Empire Hearth Accessories     ,LK5                                ,120V SWCH/RSTAT LGHT VFLB36/48,6.00                     
4180 ,Empire Hearth Accessories     ,LK6                                ,LIGHT KIT DVCP/DVCC/DVCX      ,4.00                     
4180 ,Empire Hearth Accessories     ,LK7                                ,LIGHT KIT DVCP SEE THROUGH    ,1.00                     
4180 ,Empire Hearth Accessories     ,LK9                                ,ACCENT LIGHT KIT DVLL36/48    ,1.00                     
4180 ,Empire Hearth Accessories     ,LND36LKR                           ,BLACK PORC. LINER DVL36       ,.00                      
4180 ,Empire Hearth Accessories     ,LND46LKR                           ,BLACK PORC. LINER DVL46       ,.00                      
4180 ,Empire Hearth Accessories     ,LR18                               ,"2""RISER FOR 18"" SLOPE GLZ BRNR",9.00                     
4180 ,Empire Hearth Accessories     ,LR24                               ,"2""RISER FOR 24"" SLOPE GLZ BRNR",14.00                    
4180 ,Empire Hearth Accessories     ,LR30                               ,"2""RISER FOR 30"" SLOPE GLZ BRNR",6.00                     
4180 ,Empire Hearth Accessories     ,LR3236FF                           ,MULTI-PC ROCK SET DVCC32-42-3 ,.00                      
4180 ,Empire Hearth Accessories     ,LSM1THF                            ,LOG SET DVLL36/48/60/72       ,4.00                     
4180 ,Empire Hearth Accessories     ,LS30DINF                           ,DRIFTWOOD FIBER LOG SET DVCT30,3.00                     
4180 ,Empire Hearth Accessories     ,LS30TINF                           ,TRAD CHAR FIBER LOG SET DVCT30,2.00                     
4180 ,Empire Hearth Accessories     ,LS3236FF                           ,CERAMIC 6 PC LOG SET DVCP32/36,26.00                    
4180 ,Empire Hearth Accessories     ,LS35DINF                           ,DRIFTWOOD FIBER LOG SET DVCT35,4.00                     
4180 ,Empire Hearth Accessories     ,LS35TINF                           ,TRAD CHAR FIBER LOG SET DVCT35,9.00                     
4180 ,Empire Hearth Accessories     ,LS36CBB                            ,BIRCH BURNCRETE LOG SET DVCT36,1.00                     
4180 ,Empire Hearth Accessories     ,LS36DINF                           ,DRIFTWOOD LOG SET DVCT36CBP   ,2.00                     
4180 ,Empire Hearth Accessories     ,LS36TINF                           ,TRAD CHAR LOG SET DVCT36CBP   ,3.00                     
4180 ,Empire Hearth Accessories     ,LS40CBB                            ,BIRCH BURNCRETE LOG SET DVCT40,2.00                     
4180 ,Empire Hearth Accessories     ,LS40DINF                           ,DRIFTWOOD LOG SET DVCT40CB    ,3.00                     
4180 ,Empire Hearth Accessories     ,LS40STB                            ,MULTI-SIDED LOG SET DVCT40CSP ,6.00                     
4180 ,Empire Hearth Accessories     ,LS40TINF                           ,TRAD CHAR LOG SET DVCT40CB    ,4.00                     
4180 ,Empire Hearth Accessories     ,LS42FF                             ,CERAMIC 7 PC LOG SET DVCP42-3 ,15.00                    
4180 ,Empire Hearth Accessories     ,LS50TINF                           ,TRAD CHAR LOG SET DVCT50CB    ,2.00                     
4180 ,Empire Hearth Accessories     ,LS60DF                             ,6PC CER FIBER LOG SET VFLL/B60,6.00                     
4180 ,Empire Hearth Accessories     ,LS60LBF                            ,BIRCH BURNCRETE LOG SET DVCTL ,3.00                     
4180 ,Empire Hearth Accessories     ,LS60LTF                            ,FIBER TRAD MAPLE LOG SET DVCTL,5.00                     
4180 ,Empire Hearth Accessories     ,LS60SHF                            ,"LOG SET FOR 36,48,48ST,60ST VF",26.00                    
4180 ,Empire Hearth Accessories     ,LS72DC                             ,11PC DRIFTWOOD LOGS DVLL72    ,2.00                     
4180 ,Empire Hearth Accessories     ,LS72DF                             ,6PC CER FIBER LOG SET VFLL/B72,6.00                     
4180 ,Empire Hearth Accessories     ,MFL-48-PG                          ,"48"" PROFILE MANTEL, PRIMED    ",.00                      
4180 ,Empire Hearth Accessories     ,MFL-48-UH                          ,"48""PROFILE MANTEL,UNF HARDWOOD",.00                      
4180 ,Empire Hearth Accessories     ,MFL-52-PG                          ,"52"" PROFILE MANTEL, PRIMED    ",.00                      
4180 ,Empire Hearth Accessories     ,MFL-52-UH                          ,"52""PROFILE MANTEL,UNF HARDWOOD",.00                      
4180 ,Empire Hearth Accessories     ,MS-48-PG                           ,"48""PROFILE MANTLSHELF, PRIMED ",.00                      
4180 ,Empire Hearth Accessories     ,MS-48-UH                           ,"48""PROFILE MANTLSHELF,UNF HRWD",.00                      
4180 ,Empire Hearth Accessories     ,MS-60-PG                           ,"60""PROFILE MANTLSHELF, PRIMED ",.00                      
4180 ,Empire Hearth Accessories     ,MS-60-UH                           ,"60""PROFILE MANTLSHELF,UNF HRWD",.00                      
4180 ,Empire Hearth Accessories     ,MS-72-PG                           ,"72""PROFILE MANTLSHELF, PRIMED ",.00                      
4180 ,Empire Hearth Accessories     ,MS-72-UH                           ,"72""PROFILE MANTLSHELF,UNF HRWD",.00                      
4180 ,Empire Hearth Accessories     ,PE20                               ,PLATINUM GLOWING EMBERS       ,108.00                   
4180 ,Empire Hearth Accessories     ,R-10419                            ,AC ADAPTER (NEW-NON-MAXITROL) ,2.00                     
4180 ,Empire Hearth Accessories     ,RCK20                              ,CONTROL COVER FOR RVKN OR RVKP,.00                      
4180 ,Empire Hearth Accessories     ,RCK30                              ,CONTROL COVER REQ'D RVKN/RVKP ,.00                      
4180 ,Empire Hearth Accessories     ,RVKN                               ,REMOTE KIT NG VF IPI MODELS   ,17.00                    
4180 ,Empire Hearth Accessories     ,RVKP                               ,REMOTE KIT LP VF IPI MODELS   ,6.00                     
4180 ,Empire Hearth Accessories     ,SAK20                              ,SURROUND ADPTR KIT DVC20IN    ,1.00                     
4180 ,Empire Hearth Accessories     ,SAK26                              ,SURROUND ADAPTOR KIT DVC26IN  ,2.00                     
4180 ,Empire Hearth Accessories     ,SAK28                              ,SURROUND ADPTR KIT DVC28IN    ,1.00                     
4180 ,Empire Hearth Accessories     ,SAN20                              ,SURROUND ADPTR KIT VFPC20     ,1.00                     
4180 ,Empire Hearth Accessories     ,SAN28                              ,SURROUND ADPTR KIT DVCP/VFPC28,2.00                     
4180 ,Empire Hearth Accessories     ,SCV1                               ,VARIABLE SPEED CONTROL FBB5   ,40.00                    
4180 ,Empire Hearth Accessories     ,SC256BL                            ,"CI SURRND,TRAD,6"" VFP/DVC20   ",1.00                     
4180 ,Empire Hearth Accessories     ,SC336BL                            ,"CI SURRND 6"" VFPC28IN/DVC26   ",3.00                     
4180 ,Empire Hearth Accessories     ,SC356BL                            ,"CI SURROUND 6"" VFP28          ",2.00                     
4180 ,Empire Hearth Accessories     ,SD46DVAFCFX7                       ,"4""X6"" FLEX CONNECTOR          ",4.00                     
4180 ,Empire Hearth Accessories     ,SD46DVAHC                          ,HI WIND HORIZONTAL CAP        ,.00                      
4180 ,Empire Hearth Accessories     ,SD58DVAFCF                         ,DV FLEX CONNECTOR             ,2.00                     
4180 ,Empire Hearth Accessories     ,SD58DVAWTEC                        ,"WALL THIMBLE W/2"" OFFSET      ",.00                      
4180 ,Empire Hearth Accessories     ,SD6DFA25                           ,FLEX VENT KIT FOR FORCED AIR  ,2.00                     
4180 ,Empire Hearth Accessories     ,SH1BL                              ,SHROUD (OPENINGS 48X36)INSERTS,9.00                     
4180 ,Empire Hearth Accessories     ,SQ25-62BL                          ,BK SURR W/SB 6X6X2-DVL25******,.00                      
4180 ,Empire Hearth Accessories     ,SQ25-62BLSS                        ,BLK/SS SURR W/SB DVL25******* ,.00                      
4180 ,Empire Hearth Accessories     ,SQ3362BL                           ,BLK SB SURR 6X6X2 DVL33*******,.00                      
4180 ,Empire Hearth Accessories     ,SQ3362BLSS                         ,BK/SS SB SURR 6X6X2 DVL33*****,.00                      
4180 ,Empire Hearth Accessories     ,SWL                                ,ON/OFF SWITCH IN REF LOG CHUNK,.00                      
4180 ,Empire Hearth Accessories     ,SWLD                               ,DRIFTWOOD LOG CHUNK-REQ SWITCH,7.00                     
4180 ,Empire Hearth Accessories     ,TDV1                               ,WALL TSTAT DIGITAL WIRE       ,.00                      
4180 ,Empire Hearth Accessories     ,TMV                                ,WALL TSTAT-MV W/REED SWITCH   ,29.00                    
4180 ,Empire Hearth Accessories     ,TRW                                ,WIRELESS REMOTE WALL T/STAT   ,8.00                     
4180 ,Empire Hearth Accessories     ,VBF-32-TBL                         ,STD FRAME 3PC BLACK           ,.00                      
4180 ,Empire Hearth Accessories     ,VBF32-THP                          ,STD FRAME 3PC HMMRD PEWTER    ,.00                      
4180 ,Empire Hearth Accessories     ,VBF36TBL                           ,STD FRAME 3PC BLACK VFP36     ,.00                      
4180 ,Empire Hearth Accessories     ,VBF36THP                           ,STD FRAME 3PC PEWT. VFP&C-THRU,.00                      
4180 ,Empire Hearth Accessories     ,VBF42-TBL                          ,STD FRAME 3PC BLACK           ,.00                      
4180 ,Empire Hearth Accessories     ,VBF42-THP                          ,STD FRAME 3PC HMMRD PEWTER    ,.00                      
4180 ,Empire Hearth Accessories     ,VBPB36TKR                          ,"36""BLK REFLCTR LINER PENINSULA",.00                      
4180 ,Empire Hearth Accessories     ,VBP28SE                            ,"BANDED BRICK LINER, VBPC28IN  ",15.00                    
4180 ,Empire Hearth Accessories     ,VBP32D2A                           ,"32"" AGED BRICK LINER VFP32    ",.00                      
4180 ,Empire Hearth Accessories     ,VBP32D2E                           ,"32"" BANDED BRICK VFP32        ",.00                      
4180 ,Empire Hearth Accessories     ,VBP32D2F                           ,"32"" TRAD BRICK LINER VFP32    ",.00                      
4180 ,Empire Hearth Accessories     ,VBP32D2G                           ,"32"" STACKED LIMESTONE VFP32   ",.00                      
4180 ,Empire Hearth Accessories     ,VBP32SA                            ,"32""AGED BRICK LINER VFD/VFPA32",14.00                    
4180 ,Empire Hearth Accessories     ,VBP32SE                            ,"32""BANDED BRICK LINER VFD/VFPA",3.00                     
4180 ,Empire Hearth Accessories     ,VBP32SF                            ,"32""TRAD BRICK LINER VFD/VFPA32",3.00                     
4180 ,Empire Hearth Accessories     ,VBP32SG                            ,"32""STCKD L/STONE LNR VFD/VFPA ",14.00                    
4180 ,Empire Hearth Accessories     ,VBP32SKR                           ,"32"" BLK REFL LINER VFD/VFPA32 ",9.00                     
4180 ,Empire Hearth Accessories     ,VBP32T2E                           ,"32"" BANDED BRICK LINER (VFS32)",1.00                     
4180 ,Empire Hearth Accessories     ,VBP32T2G                           ,"32"" STCKD L/STONE LINER(VFS32)",3.00                     
4180 ,Empire Hearth Accessories     ,VBP32T2H                           ,"32"" HERRINGBONE LINER (VFS32) ",10.00                    
4180 ,Empire Hearth Accessories     ,VBP36D2A                           ,"36"" AGED BRICK LINER (VFP36FB)",2.00                     
4180 ,Empire Hearth Accessories     ,VBP36D2E                           ,"36"" BANDED BRICK LINER (VFP36)",4.00                     
4180 ,Empire Hearth Accessories     ,VBP36D2F                           ,"36"" TRAD BRICK LINER (VFP36)  ",.00                      
4180 ,Empire Hearth Accessories     ,VBP36D2G                           ,"36"" STCKD L/STONE LINER-VFP36 ",2.00                     
4180 ,Empire Hearth Accessories     ,VBP36LKR                           ,36 BLACK REFL LINER VFLB36    ,11.00                    
4180 ,Empire Hearth Accessories     ,VBP36LSS                           ,36 SS LINER VFLB36            ,.00                      
4180 ,Empire Hearth Accessories     ,VBP36LWR                           ,36 WHITE REFL LINER VFLB36    ,1.00                     
4180 ,Empire Hearth Accessories     ,VBP36SA                            ,"36""AGED BRICK LINER VFD/VFPA36",11.00                    
4180 ,Empire Hearth Accessories     ,VBP36SE                            ,"36""BANDED BRICK LINER VFD/VFPA",2.00                     
4180 ,Empire Hearth Accessories     ,VBP36SF                            ,"36""TRAD BRICK LINER VFD/VFPA36",3.00                     
4180 ,Empire Hearth Accessories     ,VBP36SG                            ,"36""STCKD L/STNE BRCK LNR VFD36",9.00                     
4180 ,Empire Hearth Accessories     ,VBP36SKR                           ,"36"" BLACK REFLEC. LINER VFD36 ",7.00                     
4180 ,Empire Hearth Accessories     ,VBP36T2E                           ,"36"" BANDED BRICK LINER (VFS36)",2.00                     
4180 ,Empire Hearth Accessories     ,VBP36T2G                           ,"36"" STCKD L/STONE LINER(VFS36)",3.00                     
4180 ,Empire Hearth Accessories     ,VBP36T2H                           ,"36"" HERRINGBONE LINER (VFS36) ",-2.00                    
4180 ,Empire Hearth Accessories     ,VBP42D2A                           ,"42"" AGED BRICK LINER VFP42FB  ",3.00                     
4180 ,Empire Hearth Accessories     ,VBP42D2E                           ,"42"" BANDED BRICK LINER VFP42FB",2.00                     
4180 ,Empire Hearth Accessories     ,VBP42D2F                           ,"42"" TRADITIONAL LINER VFP42FB ",.00                      
4180 ,Empire Hearth Accessories     ,VBP42D2G                           ,"42"" LIMESTONE LINER VFP42FB   ",.00                      
4180 ,Empire Hearth Accessories     ,VBP42SA                            ,"42"" AGED BRICK LINER VFD42    ",12.00                    
4180 ,Empire Hearth Accessories     ,VBP42SE                            ,"42"" BANDED BRICK LINER VFD42  ",.00                      
4180 ,Empire Hearth Accessories     ,VBP42SF                            ,"42"" TRAD BRICK LINER VFD42    ",.00                      
4180 ,Empire Hearth Accessories     ,VBP42SG                            ,"42"" STCKD L/STONE LINER VFD42 ",3.00                     
4180 ,Empire Hearth Accessories     ,VBP42SKR                           ,"42"" BLACK REFL. LINER VFD42   ",7.00                     
4180 ,Empire Hearth Accessories     ,VBP42T2E                           ,"42"" BANDED BRICK LINER (VFS42)",1.00                     
4180 ,Empire Hearth Accessories     ,VBP42T2G                           ,"42"" STCKD L/STONE LINER(VFS42)",2.00                     
4180 ,Empire Hearth Accessories     ,VBP42T2H                           ,"42"" HERRINGBONE LINER (VFS42) ",4.00                     
4180 ,Empire Hearth Accessories     ,VBP48BLKR                          ,BK PORC LINER VFLB48SP        ,.00                      
4180 ,Empire Hearth Accessories     ,VBP48LBKR                          ,BK PORC LINER VFLB48FP        ,13.00                    
4180 ,Empire Hearth Accessories     ,VBP48LBWR                          ,WHITE PORC LINER VFLB48FP     ,2.00                     
4180 ,Empire Hearth Accessories     ,VBP48LSS                           ,SS LINER - VFLL/LB48          ,.00                      
4180 ,Empire Hearth Accessories     ,VBP48LWR                           ,WHITE REFL LINER - VFLL48*****,2.00                     
4180 ,Empire Hearth Accessories     ,VBP60LKR                           ,BLK REFL LINER   VFLL/VFLB60  ,12.00                    
4180 ,Empire Hearth Accessories     ,VBP60LSS                           ,SS LINER VFLL/VFLB60          ,.00                      
4180 ,Empire Hearth Accessories     ,VBP60SLKR                          ,BLK REFL LINER VFLL/VFLB60SP  ,.00                      
4180 ,Empire Hearth Accessories     ,VBP72LKR                           ,BLK REFL LINER   VFLL/LB 72   ,5.00                     
4180 ,Empire Hearth Accessories     ,VBP72LSS                           ,STAINLESS STEEL LINER VFLL/B72,.00                      
4180 ,Empire Hearth Accessories     ,VBR-32-GCBL                        ,ARCH DOOR BLK 32              ,.00                      
4180 ,Empire Hearth Accessories     ,VBR-32-GCHP                        ,ARCH DOOR FRM PEWTER VFS32    ,.00                      
4180 ,Empire Hearth Accessories     ,VBR-32-TCBL                        ,ARCH DOORS MATTE BLACK 32     ,.00                      
4180 ,Empire Hearth Accessories     ,VBR-36-GCBL                        ,"ARCH DOORS, 36, MATTE BLACK   ",.00                      
4180 ,Empire Hearth Accessories     ,VBR-36-GCHP                        ,"ARCH DOORS, 36, PEWTER        ",.00                      
4180 ,Empire Hearth Accessories     ,VBR-36-GMHP                        ,MISSION ARCH DOORS 36 PEWTER  ,1.00                     
4180 ,Empire Hearth Accessories     ,VBR-36-TCHP                        ,ARCH DOORS HMMRD PEWTER 36    ,.00                      
4180 ,Empire Hearth Accessories     ,VBR-36-TMHP                        ,MISSION ARCH DOORS PWTR VFD42 ,.00                      
4180 ,Empire Hearth Accessories     ,VBR-42-GMBL                        ,MISSION ARCH DOORS BLK 42     ,.00                      
4180 ,Empire Hearth Accessories     ,VBR-42-GMHP                        ,MISSION ARCH DOORS PWTR VFS42 ,.00                      
4180 ,Empire Hearth Accessories     ,VBR-42-SCHP                        ,MISSION ARCH DOORS HP VFD42   ,.00                      
4180 ,Empire Hearth Accessories     ,VBR-42-TMBL                        ,MISSION ARCH DOORS BLK 42     ,.00                      
4180 ,Empire Hearth Accessories     ,VBR-42-TMHP                        ,MISSION ARCH DOORS BK VFD-42  ,.00                      
4180 ,Empire Hearth Accessories     ,VBR32TMBL                          ,MISSION ARCH DOOR SET BLK 32  ,.00                      
4180 ,Empire Hearth Accessories     ,VBR36-GMBL                         ,MISSION ARCH DOORS BLK 36     ,.00                      
4180 ,Empire Hearth Accessories     ,VBR36TCBL                          ,ARCH DOORS BLACK 36           ,.00                      
4180 ,Empire Hearth Accessories     ,VBR36TMBL                          ,MISSION ARCH DOORS BLK 36     ,1.00                     
4180 ,Empire Hearth Accessories     ,VBR42-GCBL                         ,ARCH DOORS BLK 42             ,.00                      
4180 ,Empire Hearth Accessories     ,VBR42-SMHP                         ,MISSION ARCH DOOR HMRD PWTR 42,.00                      
4180 ,Empire Hearth Accessories     ,VBR42-TCBL                         ,ARCH DOORS BLK 42             ,.00                      
4180 ,Empire Hearth Accessories     ,VBR42SCBL                          ,ARCH DOORS BLK 42             ,.00                      
4180 ,Empire Hearth Accessories     ,VBR42SMBL                          ,MISSION ARCH DOORS BLK 42     ,.00                      
4180 ,Empire Hearth Accessories     ,VBSB36TKR                          ,"36""BLK REFLCTR LINER SEE-THRU ",1.00                     
4180 ,Empire Hearth Accessories     ,VBS32SBL                           ,"32"" BLACK STEEL FRAME VFD32   ",17.00                    
4180 ,Empire Hearth Accessories     ,VBS32SHP                           ,"32"" PEWTER STEEL FRAME VFD32  ",.00                      
4180 ,Empire Hearth Accessories     ,VBS32TBL                           ,"32"" BLACK STEEL FRAME VFS32   ",.00                      
4180 ,Empire Hearth Accessories     ,VBS36SBL                           ,"36"" BLACK STEEL FRAME VFD/VFPA",25.00                    
4180 ,Empire Hearth Accessories     ,VBS36SHP                           ,"36"" PEWTER STEEL FRAME VFD/VFP",2.00                     
4180 ,Empire Hearth Accessories     ,VBS36TBL                           ,"36"" BLACK STEEL FRAME VFS36   ",.00                      
4180 ,Empire Hearth Accessories     ,VBS42-SHP                          ,"42""HAMM PEWTR FRAME VFD42     ",.00                      
4180 ,Empire Hearth Accessories     ,VBS42SBL                           ,"42""MATTE BLK STEEL FRM 3PC VFD",2.00                     
4180 ,Empire Hearth Accessories     ,VBS42TBL                           ,"42"" BK STL FRAME 3 PC VBS42FBO",.00                      
4180 ,Empire Hearth Accessories     ,VBY-32-GBL                         ,ARCH DOOR FRAME BLACK 32      ,.00                      
4180 ,Empire Hearth Accessories     ,VBY-32-TBL                         ,ARCH DOOR FRAME MATTE BLACK 32,.00                      
4180 ,Empire Hearth Accessories     ,VBY-36-GBL                         ,ARCH DOOR FRAME BLACK VFS36   ,.00                      
4180 ,Empire Hearth Accessories     ,VBY36TBL                           ,ARCH DOOR FRAME BLK VFP36     ,3.00                     
4180 ,Empire Hearth Accessories     ,VBY42-GBL                          ,ARCH DOOR FRAME BLACK 42      ,.00                      
4180 ,Empire Hearth Accessories     ,VBY42-TBL                          ,ARCH DOOR FRAME BLACK 42      ,.00                      
4180 ,Empire Hearth Accessories     ,VBY42SBL                           ,ARCH DOOR FRAME BLACK VFD42   ,3.00                     
4180 ,Empire Hearth Accessories     ,VB4H32BL                           ,"32"" EXT FLAT BLACK HOOD       ",1.00                     
4180 ,Empire Hearth Accessories     ,VB4H36BL                           ,"36"" EXT FLAT BK HOOD VFD/P36  ",6.00                     
4180 ,Empire Hearth Accessories     ,VB4H42BL                           ,"42"" EXT FLAT BLACK HOOD       ",3.00                     
4180 ,Empire Hearth Accessories     ,VFA2                               ,VF FRESH AIR KIT VFD/VFP BOXES,3.00                     
4180 ,Empire Hearth Accessories     ,VFF24HP                            ,HAMMER PWTR OUTER FRME VAIL 24,2.00                     
4180 ,Empire Hearth Accessories     ,VFR32SCBL                          ,ARCH DOORS BLK 32 VFD/VFP32   ,2.00                     
4180 ,Empire Hearth Accessories     ,VFR32SCHP                          ,ARCH DOORS PEWT 32 VFD/VFP32  ,3.00                     
4180 ,Empire Hearth Accessories     ,VFR32SMBL                          ,MISSION ARCH DOOR BK VFD/VFP32,2.00                     
4180 ,Empire Hearth Accessories     ,VFR32SMHP                          ,MISSION ARCH DOOR HP VFD/VFP32,3.00                     
4180 ,Empire Hearth Accessories     ,VFR36SCBL                          ,ARCH DOORS BLK VFD/VFP36      ,2.00                     
4180 ,Empire Hearth Accessories     ,VFR36SCHP                          ,ARCH DOORS HP  VFD/VFP36      ,1.00                     
4180 ,Empire Hearth Accessories     ,VFR36SMBL                          ,MISSION ARCH DOOR BK VFD/VFP36,1.00                     
4180 ,Empire Hearth Accessories     ,VFR36SMHP                          ,MISSION ARCH DOOR HP VFD/VFP36,2.00                     
4180 ,Empire Hearth Accessories     ,VFY32SBL                           ,ARCH DOOR FRAME BLK VFD/VFP32 ,8.00                     
4180 ,Empire Hearth Accessories     ,VFY36SBL                           ,ARCH DOOR FRAME BLK VFD/VFP36 ,5.00                     
4180 ,Empire Hearth Accessories     ,VKHLHN                             ,VAR RMT VLV KIT BFL2124/30MTN ,.00                      
4180 ,Empire Hearth Accessories     ,VKHLHP                             ,VAR RMT VLV KIT BFL2124/30MTN ,.00                      
4180 ,Empire Hearth Accessories     ,VKMVHN                             ,MV VALVE KIT NG FOR BFL2124/30,.00                      
4180 ,Empire Hearth Accessories     ,VKMVHP                             ,MV VALVE KIT LP FOR BFL2124/30,.00                      
4180 ,Empire Hearth Accessories     ,VKMVP                              ,MV VALVE KIT LP 2 SIDE        ,.00                      
4180 ,Empire Hearth Accessories     ,VKSPHN                             ,NG SAFETY PILOT VALVE KIT BFL ,.00                      
4180 ,Empire Hearth Accessories     ,VKSPHP                             ,LP SAFETY PILOT VLV KIT BFL   ,.00                      
4180 ,Empire Hearth Accessories     ,VPF26HP                            ,FRAME STD (3 PC) PEWTER VFD26 ,2.00                     
4180 ,Empire Hearth Accessories     ,VPL-26-HP                          ,SLAT LOUVERS PEWTER VFD26     ,.00                      
4180 ,Empire Hearth Accessories     ,VPL24HP                            ,HAMMERED PEWTR LOUVERS VAIL 24,1.00                     
4180 ,Empire Hearth Accessories     ,VPP1A22                            ,CERAMIC AGED BRICK LINER VFP24,20.00                    
4180 ,Empire Hearth Accessories     ,VPP32A                             ,AGED BRICK LINER FITS VFP32***,.00                      
4180 ,Empire Hearth Accessories     ,VPS26HP                            ,TRIM BOTTOM PEWTER VFD26      ,1.00                     
4180 ,Empire Hearth Accessories     ,VP2H-26HP                          ,STD HOOD PEWTER VFD26         ,.00                      
4180 ,Empire Hearth Accessories     ,WBID                               ,INSULATED DUCT FOR WBOAK      ,4.00                     
4180 ,Empire Hearth Accessories     ,WBL36HBL                           ,"36""TRAD BRICK BLACK- WBL36FBOF",1.00                     
4180 ,Empire Hearth Accessories     ,WBL36HBR                           ,"36""TRAD BRICK MOCHA- WBL36FBOF",.00                      
4180 ,Empire Hearth Accessories     ,WBL36HGR                           ,"36""HERR BRICK GRAY - WBL36FBOF",1.00                     
4180 ,Empire Hearth Accessories     ,WBL36HWH                           ,"36""TRAD BRICK WHITE- WBL36FBOF",1.00                     
4180 ,Empire Hearth Accessories     ,WBL36SBL                           ,"36""SMTH BRICK BLACK- WBL36FBOF",.00                      
4180 ,Empire Hearth Accessories     ,WBL36SBR                           ,"36""SMTH BRICK MOCHA- WBL36FBOF",.00                      
4180 ,Empire Hearth Accessories     ,WBL36SGR                           ,"36""SMOOTH BRICK GRAY-WBL36FBOF",1.00                     
4180 ,Empire Hearth Accessories     ,WBL36SWH                           ,"36""SMTH BRICK WHITE- WBL36FBOF",.00                      
4180 ,Empire Hearth Accessories     ,WBL36TBL                           ,"36""TRAD BRICK BLACK- WBL36FBOF",1.00                     
4180 ,Empire Hearth Accessories     ,WBL36TBR                           ,"36""TRAD BRICK MOCHA- WBL36FBOF",.00                      
4180 ,Empire Hearth Accessories     ,WBL36TGR                           ,"36""TRAD BRICK GRAY - WBL36FBOF",1.00                     
4180 ,Empire Hearth Accessories     ,WBL36TWH                           ,"36""TRAD BRICK WHITE- WBL36FBOF",1.00                     
4180 ,Empire Hearth Accessories     ,WBL44HBL                           ,"44""TRAD BRICK BLACK- WBL44FBOF",2.00                     
